thema,fenster,n_deltas,n_labels,anteil,bytes,anteil_bytes,n_total_fenster
korrektur,2026-07-02 00:00:00+00:00,0,0,0.0,0,0.0,14
zweifel,2026-05-24 00:00:00+00:00,1,1,0.030303030303030304,646,0.0903875752063803,33
zweifel,2026-05-26 00:00:00+00:00,0,0,0.0,0,0.0,430
zweifel,2026-05-27 00:00:00+00:00,0,0,0.0,0,0.0,46
zweifel,2026-05-28 00:00:00+00:00,0,0,0.0,0,0.0,209
zweifel,2026-05-29 00:00:00+00:00,0,0,0.0,0,0.0,77
zweifel,2026-05-30 00:00:00+00:00,0,0,0.0,0,0.0,41
zweifel,2026-05-31 00:00:00+00:00,0,0,0.0,0,0.0,16
zweifel,2026-06-01 00:00:00+00:00,0,0,0.0,0,0.0,139
zweifel,2026-06-02 00:00:00+00:00,0,0,0.0,0,0.0,3
zweifel,2026-06-04 00:00:00+00:00,0,0,0.0,0,0.0,5
zweifel,2026-06-05 00:00:00+00:00,0,0,0.0,0,0.0,2
zweifel,2026-06-06 00:00:00+00:00,0,0,0.0,0,0.0,12
zweifel,2026-06-07 00:00:00+00:00,0,0,0.0,0,0.0,13
zweifel,2026-06-08 00:00:00+00:00,0,0,0.0,0,0.0,14
zweifel,2026-06-09 00:00:00+00:00,0,0,0.0,0,0.0,6
zweifel,2026-06-10 00:00:00+00:00,0,0,0.0,0,0.0,6
zweifel,2026-06-11 00:00:00+00:00,0,0,0.0,0,0.0,153
zweifel,2026-06-16 00:00:00+00:00,0,0,0.0,0,0.0,2501
zweifel,2026-06-17 00:00:00+00:00,0,0,0.0,0,0.0,1262
zweifel,2026-06-18 00:00:00+00:00,0,0,0.0,0,0.0,5037
zweifel,2026-06-19 00:00:00+00:00,0,0,0.0,0,0.0,492
zweifel,2026-06-20 00:00:00+00:00,18,16,0.02786377708978328,10811,0.04526347520996793,646
zweifel,2026-06-21 00:00:00+00:00,0,0,0.0,0,0.0,644
zweifel,2026-06-22 00:00:00+00:00,0,0,0.0,0,0.0,1011
zweifel,2026-07-01 00:00:00+00:00,0,0,0.0,0,0.0,7
zweifel,2026-07-02 00:00:00+00:00,0,0,0.0,0,0.0,14
wikibetrieb,2026-05-24 00:00:00+00:00,0,0,0.0,0,0.0,33
wikibetrieb,2026-05-26 00:00:00+00:00,2,2,0.004651162790697674,2297,0.01986525871537417,430
wikibetrieb,2026-05-27 00:00:00+00:00,0,0,0.0,0,0.0,46
wikibetrieb,2026-05-28 00:00:00+00:00,7,7,0.03349282296650718,12352,0.06127379245685486,209
wikibetrieb,2026-05-29 00:00:00+00:00,0,0,0.0,0,0.0,77
wikibetrieb,2026-05-30 00:00:00+00:00,1,1,0.024390243902439025,378,0.027190332326283987,41
wikibetrieb,2026-05-31 00:00:00+00:00,0,0,0.0,0,0.0,16
wikibetrieb,2026-06-01 00:00:00+00:00,19,14,0.1366906474820144,21874,0.21292916313796495,139
wikibetrieb,2026-06-02 00:00:00+00:00,0,0,0.0,0,0.0,3
wikibetrieb,2026-06-04 00:00:00+00:00,0,0,0.0,0,0.0,5
wikibetrieb,2026-06-05 00:00:00+00:00,0,0,0.0,0,0.0,2
wikibetrieb,2026-06-06 00:00:00+00:00,0,0,0.0,0,0.0,12
wikibetrieb,2026-06-07 00:00:00+00:00,0,0,0.0,0,0.0,13
wikibetrieb,2026-06-08 00:00:00+00:00,0,0,0.0,0,0.0,14
wikibetrieb,2026-06-09 00:00:00+00:00,0,0,0.0,0,0.0,6
wikibetrieb,2026-06-10 00:00:00+00:00,0,0,0.0,0,0.0,6
wikibetrieb,2026-06-11 00:00:00+00:00,1,1,0.006535947712418301,2330,0.027329134264635162,153
wikibetrieb,2026-06-16 00:00:00+00:00,15,13,0.0059976009596161535,6749,0.008643001397172103,2501
wikibetrieb,2026-06-17 00:00:00+00:00,10,10,0.00792393026941363,4234,0.011448936768555174,1262
wikibetrieb,2026-06-18 00:00:00+00:00,21,17,0.004169148302561048,29731,0.0058568640808027,5037
wikibetrieb,2026-06-19 00:00:00+00:00,7,7,0.014227642276422764,1331,0.007598376425052378,492
wikibetrieb,2026-06-20 00:00:00+00:00,13,12,0.020123839009287926,3481,0.014574244492266984,646
wikibetrieb,2026-06-21 00:00:00+00:00,11,11,0.017080745341614908,5764,0.024814664933141613,644
wikibetrieb,2026-06-22 00:00:00+00:00,1,1,0.0009891196834817012,1645,0.0022999305127377003,1011
wikibetrieb,2026-07-01 00:00:00+00:00,0,0,0.0,0,0.0,7
wikibetrieb,2026-07-02 00:00:00+00:00,0,0,0.0,0,0.0,14
