t,at_risk,events,censored,S,S_lo,S_hi
2.1661111111111113,240,1,0,0.4222614840989378,0.38156993238384734,0.4629530358140283
2.193611111111111,239,1,0,0.42049469964664105,0.37982632413551914,0.46116307515776295
2.2041666666666666,238,1,0,0.4187279151943442,0.3780832503649842,0.45937258002370424
2.2086111111111113,237,1,0,0.41696113074204744,0.3763407120081881,0.4575815494759068
2.213611111111111,236,1,0,0.4151943462897506,0.37459871002447226,0.45578998255502895
2.2152777777777777,235,1,0,0.41342756183745377,0.37285724539677084,0.4539978782781367
2.218611111111111,234,1,0,0.41166077738515694,0.3711163191318127,0.4522052356385012
2.2269444444444444,233,1,0,0.40989399293286016,0.3693759322603298,0.45041205360539055
2.2275,232,2,0,0.40636042402826655,0.3658967809420195,0.4468240671145136
2.227777777777778,230,1,0,0.4045936395759698,0.3641580186786243,0.44502926047331526
2.2447222222222223,229,1,0,0.40282685512367294,0.3624198001760261,0.4432339100713198
2.2577777777777777,228,1,0,0.4010600706713761,0.3606821265882988,0.44143801475445343
2.2655555555555558,227,1,0,0.3992932862190793,0.3589449990948934,0.43964157334326515
2.2827777777777776,226,1,0,0.39752650176678245,0.35720841890088934,0.43784458463267556
2.2855555555555553,225,1,0,0.3957597173144856,0.35547238723725216,0.43604704739171907
2.3136111111111113,224,1,0,0.39399293286218884,0.3537369053610983,0.43424896036327937
2.3291666666666666,223,1,0,0.392226148409892,0.3520019745559667,0.4324503222638173
2.366388888888889,222,1,0,0.39045936395759523,0.35026759613209746,0.430651131783093
2.3872222222222224,221,1,0,0.3886925795052984,0.34853377142671765,0.42885138758387914
2.388333333333333,220,1,0,0.3869257950530016,0.3468005018043348,0.42705108830166844
2.4225,219,1,0,0.38515901060070484,0.3450677886570376,0.4252502325443721
2.4408333333333334,218,1,0,0.38339222614840807,0.34333563340480433,0.4234488188920118
2.482222222222222,217,1,0,0.3816254416961113,0.34160403749581963,0.42164684589640294
2.4830555555555556,216,1,0,0.37985865724381446,0.3398730024067986,0.41984431208083034
2.515277777777778,215,1,0,0.3780918727915176,0.33814252964331953,0.4180412159397157
2.5216666666666665,214,1,0,0.37632508833922085,0.3364126207401654,0.41623755593827627
2.546111111111111,213,1,0,0.37455830388692407,0.33468327726167313,0.414433330512175
2.5544444444444445,212,1,0,0.37279151943462724,0.3329545008020921,0.4126285380671624
2.5605555555555557,211,1,0,0.3710247349823304,0.33122629298595213,0.4108231769787087
2.591388888888889,210,1,0,0.3692579505300336,0.3294986554684397,0.40901724559162744
2.595833333333333,209,1,0,0.36749116607773674,0.32777158993578465,0.40721074221968884
2.6286111111111112,208,1,0,0.3657243816254399,0.32604509810565546,0.40540366514522436
2.631666666666667,207,1,0,0.3639575971731431,0.32431918172756546,0.4035960126187207
2.641111111111111,206,1,0,0.36219081272084624,0.3225938425832887,0.4017877828584038
2.6580555555555554,205,1,0,0.3604240282685494,0.3208690824872858,0.39997897404981303
2.701111111111111,204,1,0,0.35865724381625264,0.31914490328714146,0.3981695843453638
2.7225,203,1,0,0.3568904593639558,0.3174213068640118,0.3963596118638998
2.756666666666667,202,1,0,0.35512367491165897,0.3156982951330838,0.39454905469023416
2.765,201,1,0,0.3533568904593622,0.3139758700440455,0.3927379108746789
2.7736111111111112,200,1,0,0.35159010600706536,0.3122540335815682,0.3909261784325625
2.837222222222222,199,1,0,0.34982332155476853,0.3105327877658013,0.38911385534373577
2.839166666666667,198,1,0,0.3480565371024717,0.30881213465287827,0.3873009395520651
2.8761111111111113,197,1,0,0.34628975265017486,0.3070920763354366,0.3854874289649131
2.8986111111111112,196,1,0,0.3445229681978781,0.30537261494315016,0.383673321452606
2.906388888888889,195,1,0,0.3427561837455813,0.3036537526432747,0.3818586148478879
2.9402777777777778,194,1,0,0.3409893992932845,0.3019354916412077,0.38004330694536126
2.9491666666666667,193,1,0,0.33922261484098765,0.30021783418106207,0.3782273955009132
2.9780555555555557,192,1,0,0.3374558303886908,0.2985007825462542,0.37641087823112745
2.9922222222222223,191,1,0,0.33568904593639404,0.29678433906010715,0.3745937528126809
3.0044444444444443,190,1,0,0.3339222614840972,0.2950685060864688,0.3727760168817256
3.0205555555555557,189,1,0,0.3321554770318004,0.29335328603034616,0.3709576680332546
3.0825,188,1,0,0.33038869257950354,0.29163868133855575,0.36913870382045133
3.091388888888889,187,1,0,0.3286219081272067,0.28992469450039005,0.36731912175402337
3.1255555555555556,186,1,0,0.3268551236749099,0.28821132804830185,0.3654989193015179
3.152222222222222,185,1,0,0.3250883392226131,0.28649858455860583,0.36367809388662037
3.163611111111111,184,1,0,0.32332155477031627,0.28478646665219787,0.36185664288843467
3.1708333333333334,183,1,0,0.32155477031801943,0.28307497699529377,0.3600345636407451
3.2258333333333336,182,1,0,0.31978798586572266,0.2813641183001863,0.358211853431259
3.2311111111111113,181,1,0,0.3180212014134258,0.27965389332602253,0.3563885095008291
3.3105555555555557,180,1,0,0.31625441696112905,0.27794430487960115,0.35456452904265695
3.3222222222222224,179,1,0,0.3144876325088322,0.27623535581619085,0.3527399092014736
3.3272222222222223,178,1,0,0.3127208480565354,0.27452704904037034,0.3509146470727004
3.33,177,1,0,0.3109540636042386,0.27281938750689005,0.34908873970158716
3.3494444444444444,176,1,0,0.3091872791519418,0.2711123742215572,0.34726218408232634
3.374722222222222,175,1,0,0.307420494699645,0.2694060122421445,0.3454349771571455
3.4344444444444444,174,1,0,0.30565371024734816,0.26770030467932227,0.34360711581537406
3.4544444444444444,173,1,0,0.30388692579505133,0.26599525469761665,0.341778596892486
3.556388888888889,172,1,0,0.3021201413427545,0.26429086551639314,0.33994941716911586
3.5861111111111112,171,1,0,0.3003533568904577,0.2625871404108665,0.33811957337004894
3.605277777777778,170,1,0,0.29858657243816095,0.26088408271313845,0.33628906216318344
3.6191666666666666,169,1,0,0.2968197879858641,0.2591816958132638,0.33445788015846445
3.631111111111111,168,1,0,0.29505300353356734,0.2574799831603454,0.33262602390678925
3.637777777777778,167,1,0,0.2932862190812705,0.25577894826365977,0.33079348989888124
3.660833333333333,166,1,0,0.29151943462897373,0.25407859469381333,0.3289602745641341
3.6755555555555555,165,1,0,0.2897526501766769,0.2523789260839314,0.32712637426942237
3.7158333333333333,164,1,0,0.28798586572438006,0.2506799461308801,0.32529178531788
3.7266666666666666,163,1,0,0.2862190812720833,0.24898165859652266,0.3234565039476439
3.732222222222222,162,1,0,0.28445229681978645,0.24728406730901087,0.32162052633056204
3.7675,161,1,0,0.2826855123674896,0.24558717616411413,0.3197838485708651
3.828888888888889,160,1,0,0.28091872791519285,0.24389098912658563,0.31794646670380006
3.850277777777778,159,1,0,0.279151943462896,0.24219551023156766,0.31610837669422437
3.8575,158,1,0,0.2773851590105992,0.2405007435860382,0.3142695744351602
3.8605555555555555,157,1,0,0.27561837455830235,0.23880669337029886,0.31243005574630583
3.8894444444444445,156,1,0,0.27385159010600557,0.23711336383950646,0.3105898163725047
3.8944444444444444,155,1,0,0.27208480565370874,0.23542075932524933,0.30874885198216817
3.9163888888888887,154,1,0,0.27031802120141196,0.2337288842371707,0.3069071581656532
4.006944444444445,153,1,0,0.2685512367491152,0.2320377430646394,0.305064730433591
4.0475,152,1,0,0.2667844522968184,0.23034734037847124,0.30322156421516555
4.048333333333333,151,1,0,0.2650176678445216,0.22865768083270158,0.30137765485634155
4.052222222222222,150,1,0,0.26325088339222474,0.22696876916641184,0.29953299761803764
4.064444444444445,149,1,0,0.2614840989399279,0.22528061020561102,0.2976875876742448
4.135277777777778,148,1,0,0.2597173144876311,0.2235932088651753,0.29584142011008685
4.146111111111111,147,2,0,0.25618374558303747,0.22022069916129539,0.29214679200477955
4.160555555555556,145,1,0,0.25441696113074064,0.2185356010902422,0.2902983211712391
4.187777777777778,144,1,0,0.25265017667844386,0.21685128122865324,0.28844907212823445
4.229166666666667,143,1,0,0.25088339222614703,0.21516774496699945,0.2865990394852946
4.260555555555555,142,1,0,0.24911660777385022,0.21348499779758995,0.2847482177501105
4.287222222222222,141,1,0,0.24734982332155342,0.2118030453169795,0.2828966013261274
4.364722222222222,140,1,0,0.24558303886925661,0.2101218932284535,0.28104418451005975
4.414166666666667,139,1,0,0.2438162544169598,0.2084415473445939,0.2791909614893257
4.447222222222222,138,1,0,0.242049469964663,0.2067620135899284,0.2773369263393976
4.463611111111111,137,1,0,0.2402826855123662,0.2050832980036672,0.2754820730210652
4.523333333333333,136,1,0,0.2385159010600694,0.2034054067425299,0.2736263953776089
4.535277777777778,135,1,0,0.2367491166077726,0.20172834608366724,0.27176988713187794
4.555,134,1,0,0.2349823321554758,0.20005212242768033,0.26991254188327124
4.567777777777778,133,1,0,0.23321554770317895,0.1983767423017424,0.2680543531046155
4.585833333333333,132,1,0,0.23144876325088215,0.19670221236282698,0.2661953141389373
4.601666666666667,131,1,0,0.22968197879858535,0.1950285394010463,0.2643354181961244
4.6947222222222225,130,1,0,0.22791519434628854,0.19335573034310602,0.2624746583494711
4.741944444444444,129,1,0,0.22614840989399174,0.1916837922558794,0.2606130275321041
4.768055555555556,128,1,0,0.22438162544169493,0.19001273235010763,0.25875051853328224
4.775555555555556,127,1,0,0.22261484098939813,0.1883425579842307,0.25688712399456554
4.786944444444444,126,1,0,0.22084805653710132,0.18667327666835493,0.2550228364058477
4.808611111111111,125,1,0,0.21908127208480452,0.18500489606836287,0.25315764810124614
4.830555555555556,124,1,0,0.2173144876325077,0.18333742401017242,0.25129155125484304
4.833611111111111,123,1,0,0.21554770318021088,0.18167086848415082,0.24942453787627095
4.855,122,1,0,0.21378091872791408,0.18000523764969162,0.24755659980613653
